callsign,origin,destination,eobt,flight_date,aircraft_type
SCO2305,VVTS,VVTH,07:17,2025-06-28,B787
UAE342,VVCI,VVTS,07:49,2025-06-28,A330
BAW439,VIDP,VVTS,07:04,2025-06-28,B787
KAL5679,OMDB,VVTS,07:52,2025-06-28,A321
HVN5063,EGLL,VVTS,07:06,2025-06-28,A350
CAL8962,VVPB,VVTS,07:40,2025-06-28,A321
AXM1320,VVTS,ZGGG,07:07,2025-06-28,A330
PAL4931,VVTS,KJFK,07:09,2025-06-28,A380
VJC7435,VVCA,VVTS,07:00,2025-06-28,A330
BAW819,VVTS,VVDN,07:51,2025-06-28,A330
PIC2124,VVTS,ZGGG,07:43,2025-06-28,B737
CSN7327,RPLL,VVTS,07:45,2025-06-28,A380
SCO6230,VVTH,VVTS,07:48,2025-06-28,A330
CPA1140,VVTS,KJFK,07:39,2025-06-28,B777
PAL616,VVKR,VVTS,07:25,2025-06-28,B787
THD8027,WSSS,VVTS,07:32,2025-06-28,A350
AXM1151,ZGGG,VVTS,07:24,2025-06-28,B777
CES605,VVTS,RKSI,07:14,2025-06-28,A321
CES9202,VVTS,ZSPD,07:26,2025-06-28,A330
CAL6647,VVCI,VVTS,07:33,2025-06-28,A350
CPA5344,VVTS,VVPK,07:11,2025-06-28,A320
SIA7485,ZGGG,VVTS,07:15,2025-06-28,A321
ANA9448,VVTS,VVCS,07:05,2025-06-28,A350
KAL9111,VVTS,VVGL,07:30,2025-06-28,B737
VJC8874,VVTS,VVKR,07:56,2025-06-28,A330
ANA8284,VVTS,VIDP,07:54,2025-06-28,A321
BAV1475,VVTS,VVDN,07:11,2025-06-28,A320
CAL932,VVTS,VLPL,07:56,2025-06-28,A320
CAL9035,VVTS,OMDB,07:23,2025-06-28,A330
SCO4423,VVTS,ZGGG,07:02,2025-06-28,A380
CAL5963,VVTS,VMMC,07:48,2025-06-28,B787
PAL6201,VVTS,VLPL,07:37,2025-06-28,A320
DAL6009,ZGGG,VVTS,07:01,2025-06-28,A320
CPA5227,VVTS,RCTP,07:14,2025-06-28,A321
SIA5171,ZGGG,VVTS,07:42,2025-06-28,B737
THD2111,VVDL,VVTS,07:36,2025-06-28,B777
CPA5883,VMMC,VVTS,07:56,2025-06-28,B787
CSN1041,VVTS,VVCS,07:40,2025-06-28,B787
KAL1605,ZSPD,VVTS,07:29,2025-06-28,A321
CAL4542,VVCI,VVTS,07:51,2025-06-28,B787
AIC7499,VVTS,VVCS,07:56,2025-06-28,B787
PIC7651,EGLL,VVTS,07:20,2025-06-28,A321
UAE7023,ZGGG,VVTS,07:53,2025-06-28,B777
BAW5210,VVTS,OMDB,07:34,2025-06-28,A320
THD6396,VVTS,VVDL,07:45,2025-06-28,A330
THD5334,VVTS,RCTP,07:49,2025-06-28,B787
VJC1648,VIDP,VVTS,07:18,2025-06-28,A380
BAV8340,VVTS,VVPK,07:26,2025-06-28,A380
SCO6696,VLPL,VVTS,07:27,2025-06-28,A350
AXM7594,RKSI,VVTS,07:28,2025-06-28,B777
DAL5097,VVTS,VVTH,07:48,2025-06-28,A320
BAV3758,VVPB,VVTS,07:35,2025-06-28,A321
AXM4421,VVTS,VVBM,07:00,2025-06-28,B777
DAL4770,VVTS,VVKR,07:59,2025-06-28,B737
BAV2701,VVTS,VVPF,07:30,2025-06-28,B737
CSN6328,VVPB,VVTS,07:47,2025-06-28,A380
UAE1830,VVCS,VVTS,07:53,2025-06-28,B737
HVN9131,VVTS,VVDN,07:39,2025-06-28,A330
UAE6648,WSSS,VVTS,07:00,2025-06-28,B777
THA7904,VVTS,VHHH,07:16,2025-06-28,A350
CAL9470,VVTS,VVGL,07:32,2025-06-28,A380
HVN8243,VVTS,ZSPD,07:24,2025-06-28,B787
PIC1525,VHHH,VVTS,07:12,2025-06-28,A321
THD3113,ZGGG,VVTS,07:34,2025-06-28,A330
DAL5665,VVCS,VVTS,07:19,2025-06-28,A380
AXM4358,VVTH,VVTS,07:58,2025-06-28,A380
BAW8286,VVCS,VVTS,07:16,2025-06-28,A321
UAE2785,VHHH,VVTS,07:44,2025-06-28,A320
ANA1181,VVTS,VVNB,07:11,2025-06-28,B787
UAE2680,VVTS,VIDP,07:54,2025-06-28,B787
PIC1336,VVCI,VVTS,07:36,2025-06-28,A321
KAL7822,VVTS,VVNB,07:41,2025-06-28,B737
AIC7864,VVTS,VVPK,07:04,2025-06-28,B787
SCO9189,VVCT,VVTS,08:14,2025-06-28,A380
CES3399,VVTS,VVCI,08:18,2025-06-28,A321
VJC8563,VVTS,RPLL,08:21,2025-06-28,A330
AXM7332,VVPB,VVTS,08:55,2025-06-28,A350
VJC7492,VVTS,VVNB,08:26,2025-06-28,A380
SIA9883,VVTS,VVCI,08:13,2025-06-28,B737
SIA5018,VVPC,VVTS,08:12,2025-06-28,A350
AIC8769,VVTS,VVNB,08:26,2025-06-28,B787
CES2878,VVPK,VVTS,08:52,2025-06-28,B737
THA9861,VVTS,WSSS,08:32,2025-06-28,B777
HVN1825,VVTS,VVCI,08:25,2025-06-28,A380
UAE4584,VVTS,VVBM,08:40,2025-06-28,A321
DAL9932,VVTS,VIDP,08:57,2025-06-28,A350
BAV5980,VVTS,VVCI,08:59,2025-06-28,B777
SIA1764,VVPF,VVTS,08:09,2025-06-28,B737
HVN8765,VVTS,VVCS,08:56,2025-06-28,A320
AXM9418,WSSS,VVTS,08:40,2025-06-28,B737
BAV2657,VVTS,VVDL,08:03,2025-06-28,A321
CSN8109,VVTS,VVCS,08:05,2025-06-28,A330
CPA2813,VVTS,VVKR,08:49,2025-06-28,A380
BAW6663,VVTS,RCTP,08:59,2025-06-28,A380
CPA3490,VVTS,VVBM,08:33,2025-06-28,B737
SIA8490,VVCT,VVTS,08:23,2025-06-28,A320
HVN5632,VVTS,VVBM,08:56,2025-06-28,A330
KAL2741,VVTS,RKSI,08:52,2025-06-28,A321
SCO6216,VVTS,VVNB,08:07,2025-06-28,A321
PAL3689,VVTS,VVPB,08:12,2025-06-28,A380
PAL6393,VVTS,ZGGG,08:38,2025-06-28,A321
AIC9823,VVNB,VVTS,08:27,2025-06-28,A380
VJC2801,RPLL,VVTS,08:52,2025-06-28,B737
THA831,VVCA,VVTS,08:28,2025-06-28,B777
SCO3737,VVTS,ZGGG,08:14,2025-06-28,A320
CPA569,VVKR,VVTS,08:52,2025-06-28,A321
THD2729,VVTS,VVPB,08:18,2025-06-28,B787
AIC5185,VVTS,OMDB,08:01,2025-06-28,B737
CSN1744,VVGL,VVTS,08:17,2025-06-28,B777
DAL6639,ZGGG,VVTS,08:26,2025-06-28,B777
THD5767,ZGGG,VVTS,08:36,2025-06-28,A350
ANA5155,VVTS,EGLL,08:27,2025-06-28,A321
HVN364,VVTS,VHHH,08:21,2025-06-28,A380
AIC3305,VVPF,VVTS,08:05,2025-06-28,A380
CAL2874,VVCI,VVTS,08:37,2025-06-28,B787
AXM8090,VVTS,VHHH,08:31,2025-06-28,A380
THD1135,VVTS,RJAA,08:35,2025-06-28,A320
VJC197,EGLL,VVTS,08:24,2025-06-28,B737
PIC4955,VVBM,VVTS,08:42,2025-06-28,A320
HVN2861,VVTS,VVCA,08:07,2025-06-28,A380
SIA3962,VMMC,VVTS,08:12,2025-06-28,B787
BAW1360,WMKK,VVTS,08:42,2025-06-28,B787
PIC9374,VVTS,VHHH,08:37,2025-06-28,B737
CAL4855,VVTS,EGLL,08:13,2025-06-28,A330
CAL7950,RJAA,VVTS,08:03,2025-06-28,A320
VJC3547,RPLL,VVTS,08:02,2025-06-28,B787
CAL9088,VVCT,VVTS,08:07,2025-06-28,B737
KAL492,VVTS,KJFK,08:41,2025-06-28,A321
CSN221,RPLL,VVTS,08:08,2025-06-28,B737
VJC9553,VVTS,ZGGG,08:54,2025-06-28,B787
ANA4900,WSSS,VVTS,08:39,2025-06-28,B777
HVN8629,VVPB,VVTS,08:41,2025-06-28,B777
SIA1099,WMKK,VVTS,08:06,2025-06-28,A330
BAV2050,VVTS,VVKR,08:24,2025-06-28,B787
BAV4677,VVTS,VVTH,08:38,2025-06-28,B737
DAL649,VVTS,VVCT,08:47,2025-06-28,A350
ANA9705,VVTH,VVTS,08:26,2025-06-28,A380
AXM9455,WSSS,VVTS,08:56,2025-06-28,B737
THA9938,VVTS,KJFK,08:31,2025-06-28,A330
ANA4516,VVTS,VTBS,08:49,2025-06-28,A320
HVN8490,VVTS,VVPF,08:45,2025-06-28,A380
ANA6497,VVTS,VVDN,08:35,2025-06-28,A320
CPA8151,VVDN,VVTS,08:48,2025-06-28,B737
THD636,VIDP,VVTS,08:44,2025-06-28,A380
PIC8136,ZGGG,VVTS,08:54,2025-06-28,B777
SCO8163,VVTS,VVPK,08:05,2025-06-28,B787
CES6109,VVTS,EGLL,09:54,2025-06-28,A330
AIC9766,VVTH,VVTS,09:19,2025-06-28,B777
AXM6292,VVTS,VVCA,09:35,2025-06-28,A321
DAL4753,VVTS,VVNB,09:36,2025-06-28,A321
HVN3735,VVTS,VVCA,09:01,2025-06-28,A321
SIA5038,VVDN,VVTS,09:26,2025-06-28,A321
SCO548,VVTS,VTBS,09:56,2025-06-28,A320
BAW8025,VVTS,RJAA,09:26,2025-06-28,B787
AIC7681,VVTS,RCTP,09:47,2025-06-28,B737
CSN6853,VVTS,RCTP,09:00,2025-06-28,B777
ANA3417,VVTS,WMKK,09:48,2025-06-28,A330
KAL8767,VVTS,RCTP,09:47,2025-06-28,B737
ANA9003,VVDN,VVTS,09:30,2025-06-28,B787
PAL2844,VVTS,VMMC,09:43,2025-06-28,B737
CES5834,VVTS,RPLL,09:24,2025-06-28,A330
CPA7990,VVTS,KJFK,09:44,2025-06-28,A380
CSN2409,VVTS,VVCS,09:59,2025-06-28,A321
AXM503,VVTS,VVDN,09:07,2025-06-28,B737
BAW8133,VHHH,VVTS,09:22,2025-06-28,A380
THD2265,VVTH,VVTS,09:32,2025-06-28,A320
SIA6977,VVTS,RPLL,09:19,2025-06-28,B787
CSN1414,VVTS,VVKR,09:24,2025-06-28,B737
SIA8341,VVTS,VHHH,09:03,2025-06-28,A380
CES2370,VVCA,VVTS,09:34,2025-06-28,A320
CAL3780,VVTS,VVBM,09:15,2025-06-28,A321
AIC785,VVTS,VVPB,09:15,2025-06-28,A380
CSN2674,VVTS,VVPC,09:38,2025-06-28,A350
AXM1555,VHHH,VVTS,09:00,2025-06-28,A380
THA7065,VVTS,VIDP,09:47,2025-06-28,A350
PIC6378,VIDP,VVTS,09:13,2025-06-28,A320
CPA808,VVTS,VVCS,09:24,2025-06-28,B777
PAL841,VTBS,VVTS,09:10,2025-06-28,A380
CSN3751,VIDP,VVTS,09:25,2025-06-28,A380
AIC6225,VVTS,OMDB,09:58,2025-06-28,B787
UAE323,RPLL,VVTS,09:28,2025-06-28,A320
VJC690,VVTS,EGLL,09:08,2025-06-28,B737
BAV6073,VVTS,VVDN,09:15,2025-06-28,A380
DAL6756,VVTS,ZGGG,09:39,2025-06-28,A320
CES9227,VVPB,VVTS,09:47,2025-06-28,A380
CPA4488,VVTS,VVKR,09:30,2025-06-28,A321
CES6979,VVCT,VVTS,09:17,2025-06-28,A380
BAV1844,VVGL,VVTS,09:12,2025-06-28,A330
HVN5988,VVCS,VVTS,09:25,2025-06-28,A350
VJC9832,VVTS,ZSPD,09:19,2025-06-28,B737
THD3702,VVTS,RCTP,09:13,2025-06-28,A320
KAL138,VTBS,VVTS,09:07,2025-06-28,A380
PAL9643,VVTS,VVDL,09:15,2025-06-28,B777
ANA1952,KJFK,VVTS,09:21,2025-06-28,A350
ANA8485,VVTS,VVDN,09:39,2025-06-28,A380
SCO376,VVKR,VVTS,09:00,2025-06-28,A350
THD7083,VVCS,VVTS,09:09,2025-06-28,B787
SCO8194,VHHH,VVTS,09:40,2025-06-28,A321
DAL592,VVDL,VVTS,09:39,2025-06-28,B737
DAL7092,RJAA,VVTS,09:37,2025-06-28,A321
CES4622,VVTS,VMMC,09:29,2025-06-28,A320
BAW4977,VMMC,VVTS,09:25,2025-06-28,A320
CAL9420,VVCT,VVTS,09:24,2025-06-28,B787
PIC3147,VVKR,VVTS,09:41,2025-06-28,A350
CPA3315,VVCS,VVTS,09:30,2025-06-28,A320
PAL7838,WMKK,VVTS,09:27,2025-06-28,B787
AIC8048,VVTS,VVGL,09:55,2025-06-28,B737
DAL3884,RCTP,VVTS,09:34,2025-06-28,A350
VJC1038,VVTS,VTBS,09:54,2025-06-28,A350
AIC6897,VVGL,VVTS,09:50,2025-06-28,A320
BAW5211,VVTS,VVBM,09:04,2025-06-28,A320
DAL2642,VVBM,VVTS,09:01,2025-06-28,B777
CES5516,VVTS,VVBM,09:55,2025-06-28,A380
UAE8886,VVTS,VVDL,09:06,2025-06-28,A380
CSN6790,VTBS,VVTS,09:39,2025-06-28,A321
PIC7981,VVTS,VVCT,09:51,2025-06-28,B787
CAL877,VVTS,WMKK,09:10,2025-06-28,B777
AIC3269,VVCT,VVTS,10:43,2025-06-28,B737
VJC1693,VVTS,VVCA,10:29,2025-06-28,B777
ANA5573,VVCS,VVTS,10:36,2025-06-28,A320
CAL7432,VLPL,VVTS,10:18,2025-06-28,B777
BAW3807,VVTS,VVCA,10:44,2025-06-28,A380
BAV9181,VVCS,VVTS,10:18,2025-06-28,B737
PIC7086,VVTS,OMDB,10:55,2025-06-28,A350
AIC8964,VVCA,VVTS,10:05,2025-06-28,B787
THA1450,VVCA,VVTS,10:37,2025-06-28,B777
VJC3593,EGLL,VVTS,10:43,2025-06-28,A350
THA9816,VVCS,VVTS,10:35,2025-06-28,A321
CSN9330,VVTS,VIDP,10:40,2025-06-28,A320
THD1404,RJAA,VVTS,10:57,2025-06-28,B787
HVN4513,VVPK,VVTS,10:51,2025-06-28,A330
CSN6278,VVTS,RKSI,10:45,2025-06-28,A321
DAL9260,VVTH,VVTS,10:53,2025-06-28,A330
UAE8653,VVDL,VVTS,10:41,2025-06-28,B737
CES3125,VVDL,VVTS,10:54,2025-06-28,B787
AIC620,WSSS,VVTS,11:49,2025-06-28,A350
KAL2312,ZSPD,VVTS,11:53,2025-06-28,A380
BAW177,VVTS,VVBM,11:40,2025-06-28,B737
PIC6026,ZSPD,VVTS,11:12,2025-06-28,B777
AXM1692,VVTS,VVPK,11:13,2025-06-28,B787
VJC827,VVTS,VVCS,11:49,2025-06-28,B787
SIA1896,VVTS,VTBS,11:32,2025-06-28,B787
VJC6236,VVTS,KJFK,11:33,2025-06-28,A350
AIC8082,VVTS,ZGGG,11:45,2025-06-28,A320
CPA4779,VVTS,VVPC,11:52,2025-06-28,A320
AXM3935,VVBM,VVTS,11:54,2025-06-28,B777
KAL615,VVTS,VVKR,11:47,2025-06-28,A330
DAL8228,VVTS,VVPK,11:25,2025-06-28,A380
PAL8030,VVTS,VIDP,11:55,2025-06-28,A330
BAW5326,VVDL,VVTS,11:16,2025-06-28,B737
CES7506,ZSPD,VVTS,11:27,2025-06-28,A320
KAL6540,VVTS,RPLL,11:05,2025-06-28,A321
BAV5755,VVCA,VVTS,11:30,2025-06-28,A320
ANA1053,VVCA,VVTS,11:16,2025-06-28,B737
AXM6285,VVTS,VVCS,11:22,2025-06-28,A350
AIC6417,ZSPD,VVTS,11:13,2025-06-28,A320
AXM1279,VVTS,VLPL,11:37,2025-06-28,B777
THA1645,VMMC,VVTS,11:07,2025-06-28,A380
VJC336,VVGL,VVTS,11:35,2025-06-28,A380
UAE9592,VVTS,WSSS,11:24,2025-06-28,B777
ANA8054,VVPC,VVTS,11:52,2025-06-28,B737
BAV5456,VVTS,VVBM,11:15,2025-06-28,A330
DAL9448,VVTS,VVDN,11:58,2025-06-28,A350
SCO535,VVBM,VVTS,11:45,2025-06-28,B737
THD4161,VTBS,VVTS,11:05,2025-06-28,A330
PIC770,VVTS,VMMC,11:15,2025-06-28,A350
CAL8775,VVTS,VVCI,11:01,2025-06-28,B777
CSN5352,VVTS,VHHH,11:56,2025-06-28,B787
CSN6060,VVTS,VVCT,11:28,2025-06-28,A320
UAE9130,EGLL,VVTS,11:21,2025-06-28,A380
SCO6135,VVPB,VVTS,11:58,2025-06-28,A380
CPA5561,VVTS,ZSPD,11:57,2025-06-28,A320
THA5139,RCTP,VVTS,11:47,2025-06-28,B787
CPA8914,VVTS,VVCI,11:55,2025-06-28,A321
PAL8051,VTBS,VVTS,12:47,2025-06-28,A350
KAL8299,VVTS,VVKR,12:20,2025-06-28,A320
SCO9981,VLPL,VVTS,12:17,2025-06-28,A380
ANA4359,ZSPD,VVTS,12:09,2025-06-28,A330
AIC690,VVDL,VVTS,12:05,2025-06-28,B777
THA1898,VVTS,VVCS,12:37,2025-06-28,A321
UAE3972,VVTS,VVCT,12:05,2025-06-28,A330
VJC9480,WSSS,VVTS,12:26,2025-06-28,A320
THD4520,VIDP,VVTS,12:07,2025-06-28,B777
SCO4559,VVTS,WMKK,12:04,2025-06-28,B787
PAL9931,VVTS,VVPF,12:19,2025-06-28,A321
ANA6714,VVTS,VIDP,12:13,2025-06-28,A321
HVN4105,VVTS,VVCS,12:50,2025-06-28,B787
THD4526,VVDN,VVTS,12:39,2025-06-28,B777
BAV6266,VVTS,RJAA,12:36,2025-06-28,A350
DAL5723,VVDN,VVTS,12:25,2025-06-28,A350
CES5860,VVCI,VVTS,12:14,2025-06-28,A330
CSN9189,VVKR,VVTS,12:45,2025-06-28,A321
PAL7556,ZGGG,VVTS,12:24,2025-06-28,A380
ANA5261,RKSI,VVTS,12:32,2025-06-28,B777
SCO4728,VVKR,VVTS,12:18,2025-06-28,A380
BAW9324,VVTS,VVTH,12:01,2025-06-28,B787
SCO5658,VVTS,ZGGG,12:25,2025-06-28,B777
PAL2205,VVCT,VVTS,12:57,2025-06-28,A321
DAL4732,VVTS,VVCS,12:51,2025-06-28,B777
AIC1170,VVGL,VVTS,12:12,2025-06-28,B777
BAV5262,VVDL,VVTS,12:45,2025-06-28,A330
CSN3775,VVTS,VVDL,12:54,2025-06-28,B787
KAL9355,WSSS,VVTS,12:18,2025-06-28,A321
UAE4627,VVTS,VLPL,12:12,2025-06-28,A320
CSN3383,VVTS,KJFK,12:27,2025-06-28,A330
CPA9049,VVCI,VVTS,12:31,2025-06-28,A350
PIC8439,KJFK,VVTS,12:21,2025-06-28,B787
KAL6620,VVTS,VVCA,12:46,2025-06-28,B777
UAE4299,VVTS,VVPK,12:20,2025-06-28,B737
CES5253,VMMC,VVTS,12:39,2025-06-28,B787
AXM9564,VVPB,VVTS,12:01,2025-06-28,B787
SIA9110,VVPB,VVTS,12:25,2025-06-28,A320
PIC2986,VVTS,VVPF,12:45,2025-06-28,B787
CAL9408,VVTS,VVNB,12:47,2025-06-28,A330
CPA8140,VVDN,VVTS,12:40,2025-06-28,A330
HVN8317,RPLL,VVTS,12:34,2025-06-28,A380
THA8858,VVTS,KJFK,12:35,2025-06-28,A320
THD2554,VVTS,VVCA,12:07,2025-06-28,A380
ANA625,VVTS,RCTP,12:15,2025-06-28,B787
PAL679,VVTS,VVDL,12:56,2025-06-28,A380
SCO6064,VTBS,VVTS,12:28,2025-06-28,A320
CAL1363,VVTS,VVNB,12:28,2025-06-28,A380
CAL8401,RPLL,VVTS,13:36,2025-06-28,A321
CES5138,VVTS,VVCA,13:38,2025-06-28,A320
THA3264,VVPF,VVTS,13:34,2025-06-28,A380
DAL8192,VVTS,VVCA,13:46,2025-06-28,B787
HVN2296,VVPF,VVTS,13:32,2025-06-28,A330
BAW7242,ZGGG,VVTS,13:14,2025-06-28,B737
ANA1428,VVTS,VVCI,13:59,2025-06-28,A350
PAL3197,VVTS,VLPL,13:20,2025-06-28,A330
PAL8664,RKSI,VVTS,13:08,2025-06-28,A320
PAL8266,VVCT,VVTS,13:02,2025-06-28,B737
CAL3850,VLPL,VVTS,13:19,2025-06-28,B737
CPA7227,VVTS,VVKR,13:05,2025-06-28,B777
AIC6786,VVPK,VVTS,13:54,2025-06-28,B777
VJC2617,VVTS,EGLL,13:23,2025-06-28,B777
THA8353,ZSPD,VVTS,13:58,2025-06-28,A330
CPA1257,VVTS,VTBS,13:32,2025-06-28,A380
CSN4329,VVTS,VMMC,13:38,2025-06-28,B777
KAL8518,RCTP,VVTS,13:35,2025-06-28,B777
CSN2855,VVTS,RPLL,13:49,2025-06-28,A320
AIC484,VVCA,VVTS,13:39,2025-06-28,A320
AIC5613,VVTS,VLPL,13:40,2025-06-28,B737
ANA8113,VVDN,VVTS,13:29,2025-06-28,A321
UAE2752,VVTS,VVPK,13:00,2025-06-28,B787
PIC619,VVTS,VVCT,13:47,2025-06-28,B787
AIC5588,VVTS,VVCA,13:52,2025-06-28,B787
BAW200,VVTS,VVPK,13:58,2025-06-28,A320
AXM6328,VMMC,VVTS,13:43,2025-06-28,A380
VJC6541,VVTS,VVDL,13:50,2025-06-28,A350
SCO1552,VVBM,VVTS,13:15,2025-06-28,A380
AIC1221,ZSPD,VVTS,13:02,2025-06-28,A350
HVN9978,VHHH,VVTS,13:49,2025-06-28,A320
AIC8596,VVTS,VVDN,13:27,2025-06-28,B777
VJC5626,VVNB,VVTS,13:37,2025-06-28,A321
CES4423,RCTP,VVTS,13:22,2025-06-28,A320
HVN5753,VIDP,VVTS,13:24,2025-06-28,A320
THD4308,VVTS,VVTH,13:27,2025-06-28,A350
HVN6409,RJAA,VVTS,13:37,2025-06-28,B737
BAW5129,ZGGG,VVTS,13:56,2025-06-28,B737
AIC7155,ZGGG,VVTS,14:01,2025-06-28,A330
CSN2095,EGLL,VVTS,14:12,2025-06-28,A350
PIC1933,VVCI,VVTS,14:57,2025-06-28,A330
THA2005,WSSS,VVTS,14:23,2025-06-28,A350
VJC8328,ZGGG,VVTS,14:30,2025-06-28,B787
KAL3565,VVTS,RCTP,14:32,2025-06-28,B737
SCO9489,VMMC,VVTS,14:36,2025-06-28,A380
THD4165,WMKK,VVTS,14:28,2025-06-28,A321
PAL8866,VVTS,VVKR,14:22,2025-06-28,A380
AIC5770,VVTS,VVDN,14:39,2025-06-28,A350
THD3614,WSSS,VVTS,14:29,2025-06-28,A350
CPA8999,VVNB,VVTS,14:56,2025-06-28,B787
DAL1593,VVTS,VVPF,14:00,2025-06-28,A330
ANA914,VVTS,RPLL,14:38,2025-06-28,A321
DAL4605,VVDL,VVTS,14:08,2025-06-28,A350
ANA982,VVDL,VVTS,14:37,2025-06-28,A321
CPA6332,VVTS,VVCS,14:19,2025-06-28,A380
AXM3360,VVBM,VVTS,14:11,2025-06-28,A330
CAL4703,VVDL,VVTS,14:48,2025-06-28,A321
VJC1116,VVTS,WMKK,14:14,2025-06-28,A321
PAL7171,VTBS,VVTS,14:23,2025-06-28,A380
ANA4598,EGLL,VVTS,14:16,2025-06-28,B777
KAL1133,VVTS,VVPK,14:09,2025-06-28,A330
AXM979,VVTS,VVCT,14:29,2025-06-28,A380
CAL2556,VVDN,VVTS,14:15,2025-06-28,B737
CPA9667,VVTS,WSSS,14:42,2025-06-28,B787
THA7159,VVPC,VVTS,14:35,2025-06-28,A321
VJC397,VTBS,VVTS,14:22,2025-06-28,B777
CES9222,VVTS,VVDL,14:43,2025-06-28,A320
AIC4817,VVTS,VVPK,14:10,2025-06-28,B737
SIA6237,VVGL,VVTS,14:04,2025-06-28,B787
ANA1867,VVKR,VVTS,14:29,2025-06-28,B737
PAL1365,VVTS,WMKK,14:05,2025-06-28,A320
AIC9975,VVTS,VVCA,14:15,2025-06-28,A330
UAE5038,VVTS,VVCS,14:12,2025-06-28,A350
HVN952,VVPF,VVTS,14:24,2025-06-28,A330
UAE2094,VVTS,RPLL,14:59,2025-06-28,A330
HVN7051,VVTS,EGLL,14:47,2025-06-28,A380
THD1814,KJFK,VVTS,14:12,2025-06-28,A350
VJC5211,VVTS,ZSPD,14:46,2025-06-28,B737
AXM3485,VMMC,VVTS,14:53,2025-06-28,B777
SCO9115,VVTS,VVDN,14:36,2025-06-28,A380
AIC7887,VVNB,VVTS,14:51,2025-06-28,A350
CAL3496,VVTS,EGLL,14:21,2025-06-28,A321
SCO4171,VMMC,VVTS,14:36,2025-06-28,B777
SIA3290,RPLL,VVTS,14:48,2025-06-28,A321
PAL1721,VVTS,OMDB,14:46,2025-06-28,B777
THD5981,VVBM,VVTS,14:20,2025-06-28,A330
BAW3199,VVTS,OMDB,14:07,2025-06-28,A380
DAL1193,VVTS,ZSPD,14:23,2025-06-28,A330
CAL3034,VVTS,ZSPD,14:00,2025-06-28,A320
THA7790,VVPC,VVTS,14:15,2025-06-28,A320
SCO7637,VVTS,VMMC,14:28,2025-06-28,A330
CSN7754,VVCI,VVTS,14:20,2025-06-28,B737
UAE4785,VLPL,VVTS,14:19,2025-06-28,A380
VJC5817,VVTS,VVKR,14:47,2025-06-28,A380
DAL6673,VLPL,VVTS,14:31,2025-06-28,B777
ANA3739,VVCT,VVTS,14:12,2025-06-28,B787
CPA9492,VVGL,VVTS,14:25,2025-06-28,A330
DAL3828,VVTS,VIDP,14:48,2025-06-28,A321
HVN7731,VVTS,KJFK,14:14,2025-06-28,B777
BAW1430,OMDB,VVTS,14:14,2025-06-28,B777
CSN9477,VVTS,VVPF,14:33,2025-06-28,A320
AIC4428,OMDB,VVTS,14:30,2025-06-28,B737
CPA9353,VVTS,RCTP,14:29,2025-06-28,A380
HVN7192,VVTS,VVCI,14:48,2025-06-28,B737
CAL5845,RCTP,VVTS,14:38,2025-06-28,A320
CAL569,RJAA,VVTS,14:38,2025-06-28,A330
HVN9861,VVTS,VVPK,14:30,2025-06-28,A321
PIC9436,VVTS,VVPC,15:48,2025-06-28,B737
BAV7123,VVTS,VVBM,15:25,2025-06-28,A330
BAV3827,VVTS,WMKK,15:51,2025-06-28,A380
CSN2799,KJFK,VVTS,15:52,2025-06-28,A330
PIC9859,VVTS,VIDP,15:25,2025-06-28,B777
ANA7202,VVTS,WSSS,15:25,2025-06-28,A350
CAL4977,VVTS,RCTP,15:24,2025-06-28,B777
KAL3167,VVTS,VLPL,15:51,2025-06-28,B777
THD9408,VVCT,VVTS,15:37,2025-06-28,B737
BAW1414,VVTS,VVPF,15:40,2025-06-28,A321
VJC5488,VVTS,VVCI,15:21,2025-06-28,A350
KAL1860,EGLL,VVTS,15:40,2025-06-28,A321
ANA5205,VVPF,VVTS,15:56,2025-06-28,B777
VJC9833,VVPC,VVTS,15:09,2025-06-28,B787
DAL2445,VVTH,VVTS,15:15,2025-06-28,A330
UAE1600,VVTS,ZSPD,15:17,2025-06-28,B777
KAL6403,VVCI,VVTS,15:16,2025-06-28,A330
ANA175,VVTS,VVDL,15:09,2025-06-28,A320
DAL3500,RPLL,VVTS,15:57,2025-06-28,A320
AIC7543,WMKK,VVTS,15:36,2025-06-28,A350
PIC2158,VIDP,VVTS,15:40,2025-06-28,A350
BAW3187,VTBS,VVTS,15:57,2025-06-28,A330
THA5645,VVDN,VVTS,15:12,2025-06-28,A350
ANA9706,VVKR,VVTS,15:14,2025-06-28,B787
CES7137,ZSPD,VVTS,16:50,2025-06-28,A320
PIC8417,VVTS,RCTP,16:07,2025-06-28,A350
PAL3000,VVTS,VVCT,16:58,2025-06-28,B777
PIC5407,VVTS,VVNB,16:49,2025-06-28,A380
PIC3354,VVTS,VVPB,16:00,2025-06-28,A330
PAL5285,VVTH,VVTS,16:17,2025-06-28,A321
AIC1556,VMMC,VVTS,16:58,2025-06-28,A321
PAL9697,KJFK,VVTS,16:10,2025-06-28,B787
THA9893,VVBM,VVTS,16:22,2025-06-28,B777
AIC7203,VVTS,VVCS,16:04,2025-06-28,A320
KAL9533,VVTS,RJAA,16:35,2025-06-28,B737
DAL168,OMDB,VVTS,16:35,2025-06-28,A321
SCO1991,VVTS,VVCS,16:49,2025-06-28,A330
PIC5842,VTBS,VVTS,16:16,2025-06-28,B737
VJC1258,VVPF,VVTS,16:12,2025-06-28,A350
